name,topics
green-pear-cafe|thursday,corn,authentic,pick,bread,cool,tender,salmon,share,dip,stay,suggest,super,class,hungry,tzatziki,sort,delish
green-rock-tap-grill|19,anyone,signature,account,team,barbecue,case,app,rubbery
grimaldi-s-pizzeria|off,english,killer,expressed,er,nobody,contained,coast,fire
h-s-giovanni-s-restaurant-pizzeria|feature,main,100,decide,crunch,messy,freaking,wi,tad
halifax|concert,48oz,suggested,clueless,set,activity,bloomfield,wanting,wished
hidden-grounds-coffee|ordered,cajun,regular,experienced,yeah,boyfriend,spiced,prefer,addition
hoboken-burrito|upscale,buck,cute,lack,front,barely,found,station,high
hoboken-catering|everyone,dressing,tofu,really,nice,seated,even,came,enough
hoboken-waterfront|area,shrimp,time,two,little,two,garlic,make,friend
honeygrow|okay,exactly,mr,happen,course,saying,noodle,convenient,brussel,prepping,rapid,vero,lipstick,midst,caliber,visible,breathe,kababs
house-of-que|never,wanted,street,thought,overpriced,expect,average,solid,room
hudson-river-waterfront-walkway|chilled,yeah,foam,lacking,honor,fear,regardless,likely,indoor,make,much,tasty,going,oven,star,spicy,drink,meatball
hudson-table-hoboken|old,actually,ginger,wo,dessert,small,cash,table,sat
il-tavolo-di-palmisano|list,japanese,pineapple,understand,enough,take,biryani,large,prosciutto
illuzion|way,going,filling,already,eating,dirty,whole,warm,ravioli,appreciated,tartar,avocado,responded,chance,appropriate,test,perfection,romantic
imposto-s-pizza|repeat,bark,scrumptious,overcharge,comment,power,bombay,hibiscus,mild
insomnia-cookies|irish,week,pick,disappointing,week,baby,another,water,highly,get,fish,really,came,crust,come,mutz,one,entree
iron-monkey|interior,stuffed,homemade,ticket,certainly,dream,husband,ridge,hint
jeffersons-coffee|fan,ring,trying,extra,wing,server,see,10,house,offer,stick,enjoyed,finished,tomato,complaint,note,orange,fine
johnny-pepperoni|older,drop,picture,professional,saving,write,melted,woman,law,zack,in,strong,usually,filled,trader,per,pre,simple
jp-s-bagel-express|fair,drowned,walking,step,lunch,setting,exact,gelato,suggest
karma-kafe|helmer,drank,finished,bos,heavier,friggin,universe,brownie,glove,la,italiani,ladyabi,suffered,once,tow,brocolli,dispenser,tempered
keming|great,roll,bowl,food,pizza,burger,sandwich,coffee,dish
kolo-klub|manhattan,teriyaki,enjoy,guess,vanilla,order,lo,choc,kitchen
kung-fu-tea|celebrate,smaller,lol,returned,check,medium,pesto,although,old,separate,parking,dont,bothered,house,rate,except,month,quality
la-bouche|plate,pay,pitaya,yes,eaten,napkin,standard,week,hummus
la-casa|started,sirloin,wrong,upon,read,sister,tip,turning,chose,bro,apartment,alone,lied,mother,neighborhood,65,fare,valley
lisa-s-italian-deli-caterer|nice,like,food,place,hoboken,one,google,sandwich,good
little-market|fantastic,maybe,asian,much,life,black,eating,space,star
lo-fatt-chow|pretty,fresh,tried,waitress,also,around,try,seating,try,husband,excellent,seems,birthday,world,distancing,compare,spread,baked
losurdo-s-italian-deli-bread-bakery|wicked,arrived,forward,although,lady,cooked,share,cheap,beautifully
m-p-biancamano|7pm,complain,bomb,lie,macaroon,10th,speaking,overpriced,vegetarian
malibu-diner|tonic,called,bike,frustration,observation,socially,sadly,difference,kefta,delicious,avocado,salad,15,right,see,much,bacon,main
mamoun-s-falafel-hoboken-nj|skeptical,former,closest,cousin,cute,hundred,due,willing,comfort
margherita-s|4th,mid,up,fed,nicer,redeem,blah,crumble,sample
mario-s|zacks,guy,nugget,idiot,likely,st,given,checking,sundae
midtown-philly-steaks|35,clearly,located,previously,maintained,summer,pretend,nitro,possible
monroe-s|several,unfortunately,ate,turn,anywhere,disappointing,rico,bellini,overly
moran-s-pub|weekly,word,tamarind,corner,slide,blast,freshly,highlight,rave
mr-wrap-s|felt,long,tortilla,ahead,end,far,bland,2017,mouth
muteki-ramen|cheer,bass,fill,occasion,covered,health,offer,crazy,tough,chill,plate,dessert,though,different,move,lettuce,waffle,however
napoli-s-pizza|collection,already,pale,bothering,macadamia,figuring,doggy,warned,cracker
no-1|walk,part,review,mediocre,le,visit,oh,quickly,bolognese
okinawa-sushi-grill|noisy,drink,bottom,sad,classic,told,liked,quiet,vieja
old-german-bakery|nick,underwhelmed,substituted,wallet,according,shelf,trick,homey,cheek,presented,establishment,sooooo,condescending,lower,happens,relatively,heavenly,spritz
olivia-s|work,choice,smoothie,awful,baked,mean,authentic,espresso,way
one12|great,roll,bowl,food,pizza,burger,sandwich,coffee,dish
onieal-s|fine,hour,point,walking,sold,upstairs,normally,opening,cherry
orale-mexican-kitchen|back,really,ordered,ordered,cheese,really,fresh,get,came,award,rhythm,sayin,intended,outrageous,marbled,barley,color,margheritas
panello|pleasantly,larger,malaysia,assuming,table,crammed,tamarind,saw,aioli,bit,appetizer,banana,night,find,packed,probably,ca,excellent
panera-bread|including,found,mine,excited,knew,entrance,stand,seem,bar,relax,honest,health,piece,husband,split,bonchon,incredibly,everyone
pastrami-house-delicatessen|lounge,today,yet,returning,outside,bartender,local,block,especially
pho-nomenon|wednesday,anything,added,dinner,cold,eating,stick,stopped,think
phoenix-bar-grill|awesome,cooked,go,server,got,room,la,staff,nice
piccolos-cheesesteaks|time,would,also,asked,time,drink,italian,hoboken,appetizer
pico-taco|romantic,mostly,tonkotsu,decent,unfortunately,play,thinking,uptown,unique
pier-13-hoboken|tell,questionable,grapefruit,changing,hear,worried,sister,canadian,component
piki-poke-hawaiian-poke-bowl|unlimited,atmosphere,jerry,quite,update,towards,slab,pay,spectacular
pilsener-haus-biergarten|knowledgeable,weird,thai,enough,getting,wall,absolutely,2018,ended
pizzeria-hoboken|watch,lot,give,meal,always,ok,give,line,grilled
playa-bowls|happy,time,option,got,back,also,hot,french,cheese
prato-bakery|bistro,almost,precious,calling,amount,block,stale,fantastic,green
precious-chinese-japanese-cuisine|5pm,coke,none,essentially,cant,appreciated,kitchen,sounded,requested
proven-poke-co-hoboken|menu,salmon,get,called,even,little,sub,got,like
qdoba-mexican-eats|town,regular,container,bring,came,liked,far,muffin,bite
quality-greens-kitchen|tends,mall,over,broken,cart,date,noticeable,29,apart,zack,in,strong,usually,filled,trader,per,pre,simple
rice-shop|glass,amount,shaka,done,everything,free,enough,clean,looking
robongi-hoboken|ta,27,chai,happily,boxed,honest,mexicana,worthy,number
rosario-s-at-willow|option,spring,brown,week,real,open,since,never,spicy
rosticeria-da-gigi|drink,ordered,rice,minute,like,place,mozzarella,bagel,chicken,fresh,crumb,entirely,include,wont,purse,reliable,luke,kiss
saku-hoboken|felt,long,tortilla,ahead,end,far,bland,2017,mouth
san-giuseppe|mean,18,seasoning,forgotten,germany,expectation,worst,year,suggested,reserved,worthy,wafer,highly,description,sox,enjoys,ac,takeout
sangria-hoboken|back,really,ordered,ordered,cheese,really,fresh,get,came
satay|picture,group,across,helped,foot,knew,charge,note,dad
seven-valleys|absolutely,box,mint,started,inside,plenty,sliced,tasted,outdoor,definite,hill,downside,detail,calzones,mentioned,detour,umbrella,reasonably
shaka-bowl|2am,tax,carbs,bug,weird,mid,disappointment,ricotta,aside,ahead,rye,fatt,margarita,domino,aspect,cooking,vegan,homey
shake-shack|buy,32,discovered,initial,received,sunny,completely,reminds,picked
shokudo|nacho,mignon,looking,outside,thank,change,falafel,fruit,week,moved,opted,bang,napkin,walkway,minute,plan,au,antipasto
shoprite-of-hoboken|wednesday,anything,added,dinner,cold,eating,stick,stopped,think,calamari,show,per,insisted,somehow,ago,expired,heat,walk
sirenetta-seafood-raw-bar|much,worth,new,better,next,large,cutlet,stop,clam
sorellina|outstanding,plain,grill,talk,save,cheap,chat,veggie,linguine,bummed,dishwasher,knocked,doused,method,namesake,temporarily,shocked,tastiest
south-lions-dim-sum-tea|price,probably,first,since,nothing,decided,saturday,side,stuffed
south-street-fish-ramen-co|remember,real,fu,boyfriend,expected,everywhere,remember,plain,recommended
souzafit-restaurant-hoboken|highly,deal,honey,open,bought,crowd,might,baked,creamy
sri-thai|dont,awhile,ago,middle,covid,dim,bet,upon,coconut
stingray-lounge|nicely,afternoon,guy,machine,sandy,outdoors,ago,welcome,owner
subway|must,dino,canai,lady,keep,soul,item,bite,soon
sushi-lounge|pinot,swap,blender,worry,sh,skin,abundance,patient,sorbet,limit,pure,wonder,insulted,starve,buttermilk,wrapper,lid,45pm
sweet|see,let,meal,entire,local,end,something,visit,perfection,proper,solidly,florist,sangria,led,gay,rendered,covering,thereafter
taqueria-hoboken|drink,ordered,rice,minute,like,place,mozzarella,bagel,chicken
tastee-platters|everyone,dressing,tofu,really,nice,seated,even,came,enough
tenth-street-pasta-pizza|4th,mid,up,fed,nicer,redeem,blah,crumble,sample
the-ainsworth-hoboken|shared,set,meh,taco,waste,longer,rabe,folk,brick
the-ale-house|crowd,portion,come,min,old,experience,flavor,croissant,server
the-brass-rail|rail,cobb,similar,gotten,mama,entire,mamouns,walking,wow
the-brick|15,brought,rangoon,specifically,impressed,mom,update,including,forgot
the-cuban-restaurant-and-bar|marie,example,questionable,pointing,bummed,liquid,mom,aka,actual
the-little-grocery|casual,pricey,10,served,door,hand,kind,store,arugula
the-madison-bar-grill|others,casual,edamame,foot,dude,anymore,future,covered,quinoa
the-shannon|hear,mouth,felt,disgusting,friend,walking,son,bad,nicely
the-stewed-cow|fantastic,maybe,asian,much,life,black,eating,space,star,trip,noticed,pearl,encountered,1st,fault,mexican,heaven,personal
tony-boloney-s-hoboken|sell,parent,carbonated,deserving,delivering,ugly,specialize,stevens,brandy
torna-pizzeria|certain,bar,whatever,willing,change,impressive,award,despite,20
tosti|tonight,certainly,sadly,disrespectful,completely,eaten,fat,heart,available
touch-the-heart|bit,appetizer,banana,night,find,packed,probably,ca,excellent,money,romaine,picked,box,comparison,southern,lucky,signature,ton
trader-joe-s|delish,hope,presentation,forward,called,excited,tasteless,cut,serve
turning-point|dinning,describe,walnut,2019,fyi,willing,do,kafe,photo
ubu|madison,seem,kick,note,crazy,loved,hoagie,move,phenomenal,return,ever,quite,couple,hype,problem,salty,glad,ate
uptown-pizzeria|watching,fan,used,hope,excited,part,flavorful,rail,decor
urban-coalhouse-pizza-bar|alex,couldnt,gyoza,bought,lame,madison,appeared,share,pine
vito-s-deli|class,wow,peach,meanwhile,tuesday,certain,sopressata,become,watermelon
wicked-wolf-tavern|brunch,well,fresh,manager,review,restaurant,vito,latte,great,understaffed,worcestershire,originality,tourist,razza,odor,thrown,bianco,cafeteria
wine-dad-s|look,chef,satay,woman,50,bbq,pita,size,take
wings-to-go-grande-pizza|week,something,yogurt,second,long,asked,ham,different,still
yeung-ii|casual,pricey,10,served,door,hand,kind,store,arugula
zack-s|outdoor,bbq,beef,horrible,give,went,amazing,right,parm
zero-otto-uno-cafe|restaurant,big,extra,pay,tasted,big,oil,donut,white,spacious,recently,zucchini,ran,feeling,somewhat,potato,mix,might
10th-and-willow-bar-and-grill|soccer,cheeseburger,almond,nice,rating,yelp,although,extra,despite
16-handles|filled,someone,powder,advance,par,attention,man,piece,ingredient
ainsworth-hoboken|wheel,hash,phenomenal,spoken,kit,wooden,ginormous,write,appealing
alessios-cafe-gelato-pizza|unless,check,legit,doubt,center,control,yesterday,smile,frisco
alfalfa|thing,expect,know,late,show,especially,gyro,juice,something
ali-baba-hoboken-2_processed.csv|yankee,decoration,maple,delivering,plate,accommodating,meaning,greece,signature
amandas-restaurant-hoboken-2_processed.csv|silent,friggin,basis,frown,danielle,lax,bitty,softer,napkin
anthony-davids|stress,promptly,relish,thru,professional,elbow,cheapest,regardless,sauvignon
antique-bar-and-bakery-hoboken-2_processed.csv|comedy,benefit,executed,claiming,4am,casually,puedes,23,remaining
arthurs-steaks|amanda,option,steamed,making,italian,ca,chaat,packed,chocolate
augustinos|word,disappoint,charge,desert,consistency,fourth,surprised,damn,bird
ayame-hibachi-and-sushi|12,course,non,together,wife,drunk,forget,lemon,used
baking-mama|jazz,goodness,11,turning,nutella,mention,house,warmer,hour
bangkok-city-thai-restaurant|tender,11,served,recommend,man,impossible,miss,banana,soft
barbès-restaurant|belly,skewer,candy,held,array,assuming,melting,reviewing,21
bareburger-hoboken|seating,eat,well,last,never,menu,prosciutto,wait,calamari
basiles-pizza|stranger,1pm,mofogo,sell,contest,specific,return,cheerful,grigio
bean-vault-coffee|distance,nicely,cashier,reply,important,aside,pure,yesterday,easy
ben-and-jerry-s|street,hot,star,many,another,wearing,two,next,another
benny-tudinos-pizzeria|guess,ware,glutinous,07,written,chased,netflix,settled,robust
bin-14|fare,added,reason,dropped,basically,cover,soooo,press,getting
black-bear-bar-and-grill|shepard,luckily,shaved,inquire,tin,zero,excited,longer,beverage
bluestone-lane|wife,past,heat,worked,expect,jersey,type,relaxing,dined
bwè-kafe|party,rib,little,still,two,want,taste,always,amazing
cafe-vista-hoboken-2_processed.csv|ca,first,fruit,business,around,sure,sure,mimosa,right
carlos-bakery-hoboken-9_processed.csv|got,rare,thing,money,need,overall,though,recommend,mussel
carpe-diem-pub-and-restaurant-hoboken-2_processed.csv|booked,vinegar,replaced,happening,cooked,poorly,familiar,moving,care
chicken-factory-hoboken-2_processed.csv|take,disappointing,real,whole,couple,trying,soggy,to,friday
choc-o-pain-hoboken-9_processed.csv|dip,stay,suggest,super,class,hungry,tzatziki,sort,delish
city-of-saints-coffee-roasters|band,recommend,large,closed,grocery,chip,muzz,run,almost
corkscrew-bar-jersey-city_processed.csv|speak,joke,tonkatsu,understanding,brand,worked,succulent,change,broth
court-street-restaurant-and-bar|terrible,men,tropic,fighting,biden,wack,treated,hearing,curiosity
del-friscos-grille|airbnb,crusted,tri,justified,with,coveted,solicitous,restricted,120
dino-and-harrys-steak-house-hoboken-5_processed.csv|singing,double,positive,poured,born,nightmare,component,sesame,school
dolce-and-salato|pitcher,high,serve,group,customer,wish,da,far,beef
doms-bakery-grand|area,shrimp,time,two,little,two,garlic,make,friend
ds-soul-full-cafe|daughter,giving,purple,hear,exactly,round,opinion,buttery,gluten
empire-coffee-and-tea-company|keeping,rush,sliced,pain,fold,sam,rubbery,over,prior
empyrean-indian-kitchen-and-bar-hoboken-2_processed.csv|enjoying,yummy,rich,dont,tiny,certainly,basically,bitter,literally
finnegans-pub-hoboken-2_processed.csv|work,choice,smoothie,awful,baked,mean,authentic,espresso,way
fiore-deli-of-hoboken|loaded,cali,appetizer,asap,snack,routine,plank,fell,earthy
frank-sinatra-park|give,happy,onion,found,pick,type,buffet,helpful,gave
gfg-bakery-cafe|true,mess,packet,disgusted,truly,onion,cheap,left,yes
giovannis-pizzeria-and-restaurant-hoboken-6_processed.csv|adorable,practically,truly,class,airy,soggy,ka,expand,sold
gogi-grill-hoboken-hoboken-2_processed.csv|dont,awhile,ago,middle,covid,dim,bet,upon,coconut
gong-cha|remember,real,fu,boyfriend,expected,everywhere,remember,plain,recommended
greektown-hoboken-3_processed.csv|upstairs,eel,cooked,past,saw,whole,fiores,limited,ricotta
green-rock-tap-and-grill|due,soy,except,properly,double,chain,entire,05,expecting
grimaldis|flexible,buttery,hopefully,forget,warmed,finished,1st,soooo,garnish
grubbs-take-away|return,ever,quite,couple,hype,problem,salty,glad,ate
halifax-hoboken-2_processed.csv|really,lunch,sauce,customer,bakery,get,ordered,little,meal
happy-vegans-hoboken-2_processed.csv|bit,appetizer,banana,night,find,packed,probably,ca,excellent
hidden-grounds-coffee-hoboken-4_processed.csv|try,nice,spot,arrived,cookie,still,pretty,food,first
hidden-grounds-coffee-hoboken-6_processed.csv|fact,may,might,shot,bigger,ended,chon,excited,cacio
hoboken-hot-bagels|advance,macaroni,recommended,apartment,using,throw,gobi,lover,disappoint
house-of-que-hoboken-2_processed.csv|double,mentioned,thumb,perhaps,majority,compared,smelled,hipster,lava
il-tavolo-di-palmisano-hoboken-2_processed.csv|older,drop,picture,professional,saving,write,melted,woman,law
jeffersons-coffee-hoboken-6_processed.csv|star,either,fast,price,nj,although,service,wish,waitress
joboken-cafe-hoboken-2_processed.csv|nice,like,food,place,hoboken,one,google,sandwich,good
jps-bagel-express|little,hoboken,meat,long,still,many,paneer,lunch,byob
juns-macaron-gelato|inside,large,opened,okay,money,full,tom,rose,visit
keming-restaurant-hoboken-2_processed.csv|gem,person,picky,buy,lover,venue,hearty,fun,beyond
la-bouche-hoboken-3_processed.csv|scarce,dive,spam,exaggeration,opportunity,restuarant,albeit,cornbread,boring
la-isla-restaurant|bull,put,lemonade,keep,case,return,biancamano,review,item
la-isla-restaurant-uptown|scotch,condiment,comparable,meant,spectacular,orange,certain,break,flavored
leos-grandevous|dueling,worst,kinda,morning,frozen,pro,bone,topped,empty
lisas-italian-deli|pretty,fresh,tried,waitress,also,around,try,seating,try
lolas|friendly,chicken,soup,took,thing,well,get,shop,well
losurdos-italian-bakery-and-deli|went,onion,great,experience,much,even,best,definitely,shrimp
louise-and-jerrys|believe,container,smooth,security,service,section,competition,kid,fell
luca-brasis-deli-hoboken-151_processed.csv|bin14,connoisseur,overwhelmed,indication,cracked,reviewed,class,bc,semolina
m-and-p-biancamano|whatever,sadly,hainanese,stop,grew,cost,whatever,paper,arancini
madd-hatter-hoboken-3_processed.csv|mediocre,lean,remember,grabbed,arugula,buddy,hoping,balance,extensive
mamouns-falafel-hoboken-hoboken-2_processed.csv|cent,flavored,count,remind,5th,frites,explosion,faced,gorgonzola
mango-mango|part,away,fun,oh,icing,club,entree,might,price
margheritas|clearing,tnt,overtook,fish,concrete,strategy,stelle,harsh,merguez
marios-classic-pizza|snack,serve,belly,14,cardboard,basically,trip,needed,terrific
mcswiggans-pub|enjoy,since,protein,seated,ca,said,perfect,even,next
midtown-philly-steaks-hoboken-2_processed.csv|return,ever,quite,couple,hype,problem,salty,glad,ate
mikie-squared-bar-and-grill|fare,added,reason,dropped,basically,cover,soooo,press,getting
mojo-coffee-company|especially,best,peanut,around,bit,party,cut,much,top
monroes|soon,seemed,chocolate,different,without,tried,quickly,yet,dip
morans|prepared,figured,16,till,missing,relatively,hold,mixed,braised
mr-wraps|game,better,tasted,say,fresh,however,make,pastry,perfect
mulligans|never,wanted,street,thought,overpriced,expect,average,solid,room
napolis-pizza-hoboken-2_processed.csv|kane,forgettable,flexible,argued,practically,variety,voted,genuine,haha
napolis-pizza|shuffleboard,count,dinner,debit,absolute,saved,finished,depending,moving
northern-soul-kitchen-and-bar|tasting,consider,bf,patiently,decide,curly,john,care,prosecco
o-bagel|hour,order,sweet,like,way,much,indian,friendly,table
okinawa-sushi-and-grill-hoboken-2_processed.csv|culture,tblt,diplomatically,shockingly,designed,snagged,break,gina,ultra
onieals|yeah,docked,cereal,curt,ridgewood,complemented,sod,ie,briny
otto-strada-hoboken-3_processed.csv|5pm,coke,none,essentially,cant,appreciated,kitchen,sounded,requested
pastrami-house|fantastic,maybe,asian,much,life,black,eating,space,star
pho-nomenon-noodle-and-grill|fare,added,reason,dropped,basically,cover,soooo,press,getting
piccolos-cheesesteaks-hoboken|board,eaten,flavour,simple,cup,add,wo,world,sunday
pico-taco-hoboken-2_processed.csv|fare,added,reason,dropped,basically,cover,soooo,press,getting
pier-a-park|sit,everything,ordering,sat,though,space,cheesesteaks,location,thing
pier-c|live,though,back,worst,sure,look,lisa,made,waiter
piki-poké-hoboken-2_processed.csv|park,salty,must,return,johnny,kinda,para,plenty,return
pilsener-haus-and-biergarten|sought,clogging,biscuit,pleased,carol,returned,astonishing,barrel,zuchinni
pizza-republic|ufc,avg,step,discovered,relationship,flag,dare,completely,hopefully
precious-japanese-and-chinese-cuisine|organized,considerably,thicc,unwanted,sick,sanitary,smith,relaxed,figure
purely-juiced|good,sushi,like,service,good,would,thai,place,pasta
ritas-italian-ice|scene,egg,extremely,missing,either,together,getting,either,three
robongi|outgoing,celery,flaky,ripping,crispiness,shio,ottima,deciding,lower
saku-hoboken-2_processed.csv|shall,cinco,vibrant,madison,staying,thinking,third,equally,brass
satay-malaysian-cuisine-hoboken-2_processed.csv|train,pick,version,single,employee,head,bon,ordering,lovely
shaka-bowl-hoboken-2_processed.csv|ambiance,pork,burrito,extremely,ingredient,away,extra,every,large
sirenetta-seafood-and-raw-bar|dinner,also,fried,could,try,thing,place,like,bread
south-lions-hoboken-2_processed.csv|kind,done,came,girl,perfect,man,sri,enough,know
south-street-fish-and-ramen-co|nacho,mignon,looking,outside,thank,change,falafel,fruit,week
sri-thai-thai-restaurant|grabbed,figure,pressed,gon,aside,forgot,happier,casual,cesar
stingray-lounge-uptown-hoboken-2_processed.csv|classic,sick,muteki,stand,purchase,shit,ole,took,honestly
t-thai|phillies,afford,machine,warned,wee,mixer,drizzling,excuse,encrusted
tenth-street-pasta-and-pizza|guaranteed,sell,plentiful,napoli,choc,ranger,living,unlike,include
texas-arizona|older,drop,picture,professional,saving,write,melted,woman,law
the-ale-house-hoboken-2_processed.csv|awesome,cooked,go,server,got,room,la,staff,nice
the-brass-rail-hoboken|bon,redeeming,culinary,vomited,est,dealt,fiona,lambrusco,definition
the-brick-fire-baked-pizza-hoboken-3_processed.csv|que,making,melted,fair,broke,im,festival,sidewalk,fully
the-cuban-restaurant-and-bar-hoboken-2_processed.csv|wednesday,anything,added,dinner,cold,eating,stick,stopped,think
the-hive|thursday,corn,authentic,pick,bread,cool,tender,salmon,share
the-little-grocery-hoboken-3_processed.csv|fare,added,reason,dropped,basically,cover,soooo,press,getting
the-madison-bar-and-grill|180,sunset,headphone,tater,puppy,sane,guarantee,95,hospitality
the-roost-outpost-hoboken-3_processed.csv|star,either,fast,price,nj,although,service,wish,waitress
the-shepherd-and-the-knucklehead-of-hoboken-hoboken-2_processed.csv|show,miss,in,dessert,buying,soon,monday,across,eaten
thomas-ice-cream-cafe-hoboken-2_processed.csv|ca,first,fruit,business,around,sure,sure,mimosa,right
tony-boloneys-hoboken|fave,horn,updated,de,becomes,200,pnc,raven,boniato
tornas-pizzeria|15,brought,rangoon,specifically,impressed,mom,update,including,forgot
tosti-cafe-and-kitchen|young,wing,sum,course,instead,sign,couple,crepe,beautiful
turning-point-of-hoboken|wednesday,anything,added,dinner,cold,eating,stick,stopped,think
union-hall|lighting,month,packaged,chef,boy,grab,mayo,expect,upon
urban-coalhouse-pizza-bar-hoboken-4_processed.csv|worth,make,mix,literally,square,yes,amount,enjoy,evening
vitos-italian-deli|juicy,orderd,suprema,construction,leisure,hence,iffy,blessed,sticker
